order_id,order_date,shipping_date,scheduled_shipping_days,actual_shipping_days,shipping_mode,carrier_name,customer_id,customer_segment,market,order_region,order_country,category_name,product_name,order_item_quantity,sales,discount,profit,late_delivery
14205,2025-09-30,2025-10-07,4,7,Second Class,Atlas Freight Co.,3466,Home Office,Africa,North Africa,Egypt,Garden & Outdoor,Solar Path Lights 8-Pack,1,102.12,0.05,42.32,1
14206,2024-09-27,2024-10-05,6,8,Standard Class,Atlas Freight Co.,1917,Consumer,Europe,Eastern Europe,Romania,Furniture,Standing Desk Pro,4,1771.48,0.03,428.37,1
14207,2025-07-31,2025-08-02,2,2,First Class,SwiftShip Express,2629,Consumer,USCA,East of USA,United States,Health & Beauty,Aromatherapy Diffuser,3,119.72,0.03,36.81,0
14208,2025-08-29,2025-09-04,6,6,Standard Class,Atlas Freight Co.,1913,Home Office,Africa,North Africa,Algeria,Furniture,Walnut Bookshelf,1,579.33,0.1,47.11,0
14209,2024-11-11,2024-11-18,6,7,Standard Class,Atlas Freight Co.,2749,Consumer,Europe,Northern Europe,Norway,Apparel,Performance Rain Jacket,3,266.43,0.06,122.36,1
14210,2025-05-01,2025-05-05,4,4,Second Class,Atlas Freight Co.,2864,Corporate,LATAM,Central America,Costa Rica,Electronics,Smart Fitness Watch,2,701.52,0.01,-37.07,0
14211,2024-03-27,2024-03-30,4,3,Second Class,NordHaul Logistics,1804,Consumer,Europe,Northern Europe,Sweden,Automotive Parts,All-Weather Floor Mats,1,125.95,0.09,52.01,0
14212,2024-12-28,2025-01-02,1,5,Same Day,Pacific Crest Carriers,3344,Corporate,Pacific Asia,Oceania,Australia,Apparel,Thermal Work Gloves,5,435.47,0.03,42.79,1
14213,2024-09-29,2024-10-08,6,9,Standard Class,Pacific Crest Carriers,3142,Corporate,Pacific Asia,Southeast Asia,Vietnam,Sporting Goods,Pro Composite Basketball,5,872.14,0.18,-82.94,1
14214,2025-11-27,2025-12-03,6,6,Standard Class,Atlas Freight Co.,3236,Consumer,LATAM,Caribbean,Cuba,Furniture,Standing Desk Pro,3,1748.2,0.13,386.78,0
14215,2025-11-12,2025-11-16,6,4,Standard Class,Atlas Freight Co.,1544,Consumer,LATAM,Caribbean,Jamaica,Office Supplies,Whiteboard Marker Set,5,243.6,0.01,26.74,0
14216,2025-07-25,2025-07-31,6,6,Standard Class,Pacific Crest Carriers,2794,Home Office,Pacific Asia,Southeast Asia,Malaysia,Office Supplies,Heavy-Duty Stapler,4,202.76,0.04,45.7,0
14217,2025-11-23,2025-11-25,2,2,First Class,NordHaul Logistics,1265,Consumer,USCA,US Center,United States,Electronics,Noise-Cancelling Headphones,3,1247.71,0.01,544.99,0
14218,2025-12-13,2025-12-18,2,5,First Class,SwiftShip Express,1263,Consumer,LATAM,Caribbean,Jamaica,Apparel,Trail Running Shorts,1,89.16,0.06,-5.58,1
14219,2025-07-14,2025-07-14,2,0,First Class,SwiftShip Express,3433,Consumer,USCA,US Center,United States,Furniture,Modular Conference Table,5,2404.99,0.04,894.24,0
14220,2025-03-09,2025-03-13,6,4,Standard Class,NordHaul Logistics,1382,Corporate,Europe,Western Europe,United Kingdom,Furniture,Standing Desk Pro,1,494.09,0.03,120.73,0
14221,2024-05-29,2024-06-02,6,4,Standard Class,Atlas Freight Co.,3160,Consumer,LATAM,Caribbean,Jamaica,Electronics,Wireless Earbuds Pro,5,2011.45,0.05,524.52,0
14222,2025-08-18,2025-08-23,6,5,Standard Class,NordHaul Logistics,2077,Consumer,Europe,Eastern Europe,Romania,Electronics,Portable Bluetooth Speaker,1,406.89,0.17,-66.26,0
14223,2024-05-21,2024-05-25,6,4,Standard Class,Atlas Freight Co.,1759,Consumer,USCA,West of USA,United States,Toys & Games,RC Off-Road Buggy,5,293.66,0.01,60.5,0
14224,2024-05-15,2024-05-19,1,4,Same Day,SwiftShip Express,1183,Consumer,Pacific Asia,Oceania,New Zealand,Health & Beauty,Vitamin C Serum,4,152.97,0.04,46.23,1
14225,2025-10-04,2025-10-10,6,6,Standard Class,Pacific Crest Carriers,2687,Consumer,Pacific Asia,Southeast Asia,Malaysia,Garden & Outdoor,Cordless Hedge Trimmer,4,456.65,0.13,204.68,0
14226,2024-03-24,2024-03-29,6,5,Standard Class,NordHaul Logistics,2803,Corporate,Europe,Northern Europe,Sweden,Toys & Games,Building Blocks Mega Set,1,50.69,0.08,-6.33,0
14227,2024-04-13,2024-04-13,2,0,First Class,NordHaul Logistics,2167,Corporate,Europe,Western Europe,Germany,Apparel,Merino Base Layer,5,385.84,0.12,28.56,0
14228,2025-01-08,2025-01-11,4,3,Second Class,Atlas Freight Co.,3024,Consumer,Europe,Western Europe,France,Sporting Goods,4-Person Camping Tent,4,618.95,0.25,351.69,0
14229,2025-03-02,2025-03-06,6,4,Standard Class,NordHaul Logistics,1807,Consumer,Europe,Northern Europe,Denmark,Apparel,Trail Running Shorts,5,460.24,0.07,-95.87,0
14230,2024-02-03,2024-02-07,6,4,Standard Class,Pacific Crest Carriers,2379,Consumer,Pacific Asia,Eastern Asia,China,Apparel,Merino Base Layer,2,130.79,0.22,40.81,0
14231,2024-10-03,2024-10-07,2,4,First Class,SwiftShip Express,1716,Corporate,Europe,Eastern Europe,Czechia,Furniture,Walnut Bookshelf,3,1479.31,0.0,254.94,1
14232,2024-06-13,2024-06-17,6,4,Standard Class,NordHaul Logistics,2455,Consumer,LATAM,South America,Chile,Office Supplies,Laser Printer Paper 10-Ream,1,58.38,0.09,1.24,0
14233,2024-08-08,2024-08-13,6,5,Standard Class,Atlas Freight Co.,1340,Consumer,Europe,Eastern Europe,Romania,Apparel,Merino Base Layer,4,299.09,0.07,19.21,0
14234,2024-05-12,2024-05-20,6,8,Standard Class,Atlas Freight Co.,2190,Consumer,LATAM,Central America,Mexico,Apparel,Performance Rain Jacket,4,363.43,0.16,194.68,1
14235,2025-05-09,2025-05-09,1,0,Same Day,SwiftShip Express,2373,Corporate,Pacific Asia,Eastern Asia,China,Sporting Goods,Insulated Hydration Pack,1,163.93,0.24,44.08,0
14236,2024-12-11,2024-12-13,2,2,First Class,NordHaul Logistics,2391,Home Office,Europe,Eastern Europe,Poland,Electronics,Portable Bluetooth Speaker,3,871.9,0.15,91.53,0
14237,2025-12-01,2025-12-06,6,5,Standard Class,NordHaul Logistics,2116,Consumer,Pacific Asia,Eastern Asia,South Korea,Office Supplies,Laser Printer Paper 10-Ream,4,171.34,0.13,0.6,0
14238,2024-01-07,2024-01-13,4,6,Second Class,Atlas Freight Co.,2608,Consumer,LATAM,Central America,Panama,Apparel,Thermal Work Gloves,5,454.12,0.18,124.34,1
14239,2025-07-21,2025-07-21,1,0,Same Day,SwiftShip Express,2280,Consumer,Europe,Eastern Europe,Romania,Office Supplies,Whiteboard Marker Set,1,50.94,0.0,4.04,0
14240,2025-10-26,2025-10-30,6,4,Standard Class,Pacific Crest Carriers,1708,Consumer,LATAM,South America,Chile,Apparel,Thermal Work Gloves,4,367.25,0.19,-5.33,0
14241,2024-12-20,2024-12-23,1,3,Same Day,SwiftShip Express,1538,Consumer,LATAM,Central America,Costa Rica,Sporting Goods,Insulated Hydration Pack,4,704.55,0.03,66.07,1
14242,2025-05-25,2025-05-28,4,3,Second Class,Atlas Freight Co.,2619,Consumer,USCA,West of USA,United States,Sporting Goods,Insulated Hydration Pack,2,334.31,0.23,66.48,0
14243,2024-11-17,2024-11-22,6,5,Standard Class,Atlas Freight Co.,3346,Home Office,LATAM,South America,Chile,Automotive Parts,OBD-II Diagnostic Scanner,1,153.48,0.23,15.27,0
14244,2025-03-10,2025-03-14,4,4,Second Class,Atlas Freight Co.,2882,Consumer,LATAM,Caribbean,Dominican Republic,Toys & Games,RC Off-Road Buggy,1,47.61,0.09,19.78,0
14245,2025-10-24,2025-10-29,6,5,Standard Class,NordHaul Logistics,2596,Consumer,Europe,Northern Europe,Denmark,Health & Beauty,Vitamin C Serum,1,40.63,0.0,10.51,0
14246,2025-01-22,2025-01-25,4,3,Second Class,NordHaul Logistics,3303,Consumer,Europe,Southern Europe,Italy,Apparel,Merino Base Layer,4,384.43,0.07,30.78,0
14247,2025-02-26,2025-03-02,4,4,Second Class,Atlas Freight Co.,3249,Consumer,Africa,West Africa,Senegal,Toys & Games,RC Off-Road Buggy,4,251.22,0.2,64.25,0
14248,2025-12-21,2025-12-25,2,4,First Class,SwiftShip Express,2266,Consumer,Africa,East Africa,Tanzania,Furniture,Ergonomic Office Chair,2,969.96,0.09,76.13,1
14249,2024-12-28,2025-01-01,4,4,Second Class,Atlas Freight Co.,1273,Corporate,Europe,Eastern Europe,Romania,Furniture,Ergonomic Office Chair,5,2111.13,0.1,208.75,0
14250,2024-05-06,2024-05-09,4,3,Second Class,NordHaul Logistics,2585,Home Office,LATAM,Central America,Costa Rica,Health & Beauty,Electric Toothbrush,1,40.16,0.17,5.11,0
14251,2025-05-13,2025-05-18,6,5,Standard Class,NordHaul Logistics,2557,Consumer,Pacific Asia,Eastern Asia,China,Automotive Parts,All-Weather Floor Mats,1,153.66,0.07,7.66,0
14252,2025-05-20,2025-05-25,6,5,Standard Class,Pacific Crest Carriers,1693,Consumer,Pacific Asia,Southeast Asia,Malaysia,Furniture,Walnut Bookshelf,3,1452.26,0.16,445.58,0
14253,2024-06-22,2024-06-25,1,3,Same Day,NordHaul Logistics,3123,Consumer,Europe,Eastern Europe,Romania,Apparel,Trail Running Shorts,4,328.67,0.11,97.62,1
14254,2025-06-15,2025-06-18,1,3,Same Day,SwiftShip Express,3174,Consumer,LATAM,South America,Argentina,Electronics,4K Action Camera,4,1644.73,0.25,-49.21,1
14255,2024-02-16,2024-02-23,6,7,Standard Class,Pacific Crest Carriers,1827,Consumer,LATAM,South America,Peru,Automotive Parts,Ceramic Brake Pad Set,5,655.92,0.24,260.97,1
14256,2024-08-21,2024-08-28,4,7,Second Class,Atlas Freight Co.,2192,Home Office,LATAM,Central America,Guatemala,Sporting Goods,Carbon Trekking Poles,2,370.51,0.13,76.26,1
14257,2025-09-16,2025-09-18,4,2,Second Class,Atlas Freight Co.,1487,Consumer,Europe,Northern Europe,Sweden,Toys & Games,Building Blocks Mega Set,2,100.85,0.1,-21.62,0
14258,2025-03-26,2025-03-30,2,4,First Class,SwiftShip Express,1445,Corporate,Pacific Asia,Eastern Asia,South Korea,Health & Beauty,Electric Toothbrush,4,157.36,0.01,24.96,1
14259,2025-03-19,2025-03-21,2,2,First Class,SwiftShip Express,1662,Consumer,USCA,US Center,United States,Furniture,Modular Conference Table,2,803.85,0.08,179.7,0
14260,2025-03-29,2025-04-05,6,7,Standard Class,NordHaul Logistics,1914,Home Office,Europe,Northern Europe,Sweden,Automotive Parts,All-Weather Floor Mats,1,141.34,0.18,1.57,1
14261,2024-04-30,2024-05-02,1,2,Same Day,SwiftShip Express,1682,Consumer,USCA,East of USA,United States,Automotive Parts,All-Weather Floor Mats,4,573.54,0.19,290.56,1
14262,2025-12-02,2025-12-08,6,6,Standard Class,Atlas Freight Co.,1379,Corporate,Europe,Southern Europe,Portugal,Garden & Outdoor,Solar Path Lights 8-Pack,4,447.36,0.04,-9.5,0
14263,2024-08-05,2024-08-09,4,4,Second Class,Atlas Freight Co.,2117,Corporate,LATAM,Central America,Guatemala,Automotive Parts,OBD-II Diagnostic Scanner,2,353.16,0.23,74.57,0
14264,2025-07-28,2025-07-31,4,3,Second Class,Pacific Crest Carriers,2558,Corporate,Pacific Asia,South Asia,Pakistan,Toys & Games,1000-Piece Jigsaw Puzzle,1,59.28,0.04,0.65,0
14265,2025-12-23,2025-12-29,6,6,Standard Class,Atlas Freight Co.,1814,Consumer,LATAM,Caribbean,Dominican Republic,Footwear,Trail Running Shoes,1,131.92,0.22,2.45,0
14266,2024-06-24,2024-06-24,2,0,First Class,SwiftShip Express,2333,Home Office,Africa,East Africa,Tanzania,Footwear,Court Sneakers,4,454.4,0.1,63.29,0
14267,2025-04-08,2025-04-15,6,7,Standard Class,Atlas Freight Co.,1678,Consumer,Africa,North Africa,Morocco,Automotive Parts,OBD-II Diagnostic Scanner,1,136.81,0.06,-1.32,1
14268,2024-01-31,2024-02-07,6,7,Standard Class,Atlas Freight Co.,2759,Home Office,LATAM,Central America,Costa Rica,Furniture,Ergonomic Office Chair,3,1238.65,0.18,80.42,1
14269,2025-04-09,2025-04-13,6,4,Standard Class,Atlas Freight Co.,2621,Consumer,LATAM,Central America,Panama,Apparel,Trail Running Shorts,1,77.05,0.21,1.07,0
14270,2024-11-17,2024-11-19,4,2,Second Class,Atlas Freight Co.,3400,Corporate,LATAM,South America,Chile,Footwear,Court Sneakers,1,131.02,0.24,-17.69,0
14271,2024-02-22,2024-02-29,4,7,Second Class,Atlas Freight Co.,1132,Corporate,Africa,West Africa,Senegal,Electronics,Smart Fitness Watch,5,1792.35,0.19,123.96,1
14272,2025-05-05,2025-05-09,2,4,First Class,SwiftShip Express,3132,Home Office,LATAM,Central America,Costa Rica,Health & Beauty,Aromatherapy Diffuser,1,36.03,0.24,16.37,1
14273,2025-12-08,2025-12-14,6,6,Standard Class,Atlas Freight Co.,1850,Consumer,USCA,Canada,Canada,Garden & Outdoor,Patio Heater,5,563.58,0.1,16.01,0
14274,2024-03-01,2024-03-06,6,5,Standard Class,NordHaul Logistics,1165,Consumer,Europe,Northern Europe,Finland,Electronics,Noise-Cancelling Headphones,5,1423.83,0.23,157.16,0
14275,2025-10-13,2025-10-16,4,3,Second Class,Pacific Crest Carriers,2724,Consumer,Pacific Asia,Southeast Asia,Thailand,Toys & Games,Building Blocks Mega Set,4,202.44,0.12,27.45,0
14276,2025-09-07,2025-09-13,2,6,First Class,SwiftShip Express,1429,Corporate,LATAM,Central America,Mexico,Apparel,Performance Rain Jacket,5,349.38,0.03,139.72,1
14277,2025-02-03,2025-02-03,2,0,First Class,NordHaul Logistics,1439,Corporate,USCA,East of USA,United States,Furniture,Modular Conference Table,4,2083.64,0.24,397.95,0
14278,2025-10-20,2025-10-22,1,2,Same Day,SwiftShip Express,3449,Corporate,Pacific Asia,Eastern Asia,Japan,Electronics,Smart Fitness Watch,2,625.78,0.04,-15.16,1
14279,2024-08-13,2024-08-15,4,2,Second Class,NordHaul Logistics,1552,Consumer,LATAM,Central America,Guatemala,Office Supplies,Heavy-Duty Stapler,3,168.34,0.02,-25.79,0
14280,2025-06-09,2025-06-17,6,8,Standard Class,NordHaul Logistics,2367,Consumer,Europe,Southern Europe,Italy,Sporting Goods,Carbon Trekking Poles,4,641.79,0.08,-19.06,1
14281,2025-05-24,2025-05-30,6,6,Standard Class,NordHaul Logistics,1501,Home Office,Europe,Western Europe,France,Apparel,Trail Running Shorts,5,476.81,0.14,66.56,0
14282,2025-02-27,2025-03-04,2,5,First Class,SwiftShip Express,1309,Consumer,Pacific Asia,Oceania,New Zealand,Footwear,Waterproof Hiking Boots,5,468.74,0.08,-32.37,1
14283,2025-08-31,2025-08-31,1,0,Same Day,SwiftShip Express,1002,Home Office,USCA,US Center,United States,Garden & Outdoor,Cordless Hedge Trimmer,2,239.93,0.15,79.76,0
14284,2025-10-01,2025-10-08,4,7,Second Class,Atlas Freight Co.,1040,Consumer,Europe,Southern Europe,Greece,Health & Beauty,Vitamin C Serum,1,34.53,0.15,2.25,1
14285,2025-07-27,2025-07-30,2,3,First Class,SwiftShip Express,2184,Consumer,Africa,Southern Africa,South Africa,Apparel,Trail Running Shorts,3,193.62,0.19,64.97,1
14286,2025-03-05,2025-03-09,6,4,Standard Class,Atlas Freight Co.,2085,Corporate,LATAM,South America,Colombia,Sporting Goods,Insulated Hydration Pack,3,524.29,0.24,30.11,0
14287,2025-12-14,2025-12-18,1,4,Same Day,SwiftShip Express,1097,Consumer,USCA,US Center,United States,Health & Beauty,Digital Body Scale,5,190.27,0.16,-2.71,1
14288,2025-02-09,2025-02-13,6,4,Standard Class,Atlas Freight Co.,1873,Consumer,Africa,East Africa,Kenya,Furniture,Modular Conference Table,3,1594.22,0.06,-57.55,0
14289,2025-04-09,2025-04-15,6,6,Standard Class,Pacific Crest Carriers,1682,Consumer,Pacific Asia,South Asia,Pakistan,Automotive Parts,Ceramic Brake Pad Set,2,351.18,0.01,70.33,0
14290,2024-05-17,2024-05-22,4,5,Second Class,SwiftShip Express,2428,Corporate,Africa,North Africa,Egypt,Apparel,Trail Running Shorts,2,153.54,0.16,49.73,1
14291,2024-08-22,2024-08-26,6,4,Standard Class,NordHaul Logistics,3487,Corporate,Europe,Southern Europe,Portugal,Garden & Outdoor,Expandable Garden Hose,1,91.5,0.09,17.54,0
14292,2025-10-22,2025-10-29,6,7,Standard Class,Atlas Freight Co.,2729,Consumer,Pacific Asia,South Asia,India,Furniture,Walnut Bookshelf,2,878.5,0.09,-64.0,1
14293,2024-12-29,2025-01-05,6,7,Standard Class,Atlas Freight Co.,3295,Consumer,LATAM,Central America,Guatemala,Electronics,Wireless Earbuds Pro,2,796.23,0.08,106.1,1
14294,2025-01-08,2025-01-11,2,3,First Class,NordHaul Logistics,1480,Consumer,Europe,Southern Europe,Italy,Electronics,Wireless Earbuds Pro,5,1398.89,0.11,128.05,1
14295,2025-08-18,2025-08-22,6,4,Standard Class,Pacific Crest Carriers,1537,Consumer,Pacific Asia,South Asia,Bangladesh,Sporting Goods,4-Person Camping Tent,4,752.75,0.12,-170.4,0
14296,2024-08-26,2024-08-26,2,0,First Class,SwiftShip Express,2877,Consumer,USCA,Canada,Canada,Health & Beauty,Digital Body Scale,4,144.29,0.17,18.22,0
14297,2024-07-12,2024-07-14,4,2,Second Class,SwiftShip Express,1775,Home Office,Africa,East Africa,Ethiopia,Automotive Parts,OBD-II Diagnostic Scanner,1,141.48,0.19,37.02,0
14298,2024-01-07,2024-01-12,6,5,Standard Class,Atlas Freight Co.,3121,Consumer,Pacific Asia,Oceania,New Zealand,Garden & Outdoor,Cordless Hedge Trimmer,4,367.64,0.11,140.0,0
14299,2024-06-17,2024-06-21,4,4,Second Class,NordHaul Logistics,2159,Corporate,USCA,US Center,United States,Apparel,Performance Rain Jacket,1,90.11,0.02,22.62,0
14300,2025-01-08,2025-01-10,2,2,First Class,SwiftShip Express,1502,Home Office,USCA,East of USA,United States,Footwear,Court Sneakers,4,423.95,0.11,-57.23,0
14301,2025-06-13,2025-06-15,1,2,Same Day,SwiftShip Express,3111,Corporate,USCA,East of USA,United States,Furniture,Walnut Bookshelf,3,1694.66,0.22,-32.66,1
14302,2024-08-28,2024-08-28,2,0,First Class,SwiftShip Express,2376,Corporate,LATAM,Central America,Guatemala,Furniture,Ergonomic Office Chair,3,1576.69,0.23,427.04,0
14303,2024-11-20,2024-11-24,4,4,Second Class,NordHaul Logistics,3006,Consumer,Europe,Northern Europe,Sweden,Toys & Games,1000-Piece Jigsaw Puzzle,2,107.99,0.24,-6.76,0
14304,2024-06-10,2024-06-16,4,6,Second Class,Pacific Crest Carriers,2130,Home Office,Pacific Asia,Southeast Asia,Philippines,Automotive Parts,All-Weather Floor Mats,4,492.49,0.2,106.74,1
14305,2025-08-19,2025-08-24,6,5,Standard Class,Atlas Freight Co.,1315,Consumer,USCA,East of USA,United States,Toys & Games,1000-Piece Jigsaw Puzzle,1,51.01,0.18,2.15,0
14306,2025-01-18,2025-01-27,6,9,Standard Class,Pacific Crest Carriers,2702,Consumer,Pacific Asia,Oceania,Australia,Toys & Games,RC Off-Road Buggy,4,238.55,0.14,26.21,1
14307,2024-04-14,2024-04-16,1,2,Same Day,SwiftShip Express,1311,Consumer,USCA,East of USA,United States,Health & Beauty,Electric Toothbrush,2,92.85,0.08,-5.47,1
14308,2025-03-20,2025-03-26,6,6,Standard Class,Atlas Freight Co.,2658,Consumer,Africa,West Africa,Ghana,Toys & Games,1000-Piece Jigsaw Puzzle,3,168.75,0.2,29.7,0
14309,2024-09-02,2024-09-06,6,4,Standard Class,Pacific Crest Carriers,2041,Corporate,Pacific Asia,Eastern Asia,South Korea,Electronics,Portable Bluetooth Speaker,4,1318.67,0.04,68.51,0
14310,2025-09-23,2025-09-27,6,4,Standard Class,Atlas Freight Co.,2978,Corporate,USCA,Canada,Canada,Electronics,Noise-Cancelling Headphones,1,403.75,0.18,162.89,0
14311,2024-07-14,2024-07-18,6,4,Standard Class,Atlas Freight Co.,3175,Corporate,Pacific Asia,Eastern Asia,South Korea,Toys & Games,RC Off-Road Buggy,1,57.31,0.14,2.7,0
14312,2025-09-23,2025-09-28,6,5,Standard Class,Atlas Freight Co.,2018,Consumer,Pacific Asia,Southeast Asia,Philippines,Electronics,Wireless Earbuds Pro,1,296.51,0.15,147.27,0
14313,2025-05-24,2025-05-29,1,5,Same Day,SwiftShip Express,3205,Corporate,Europe,Eastern Europe,Romania,Office Supplies,Gel Pen 24-Pack,2,83.9,0.1,16.88,1
14314,2024-04-08,2024-04-13,6,5,Standard Class,Atlas Freight Co.,1277,Consumer,Africa,East Africa,Tanzania,Apparel,Thermal Work Gloves,4,369.76,0.14,32.76,0
14315,2025-07-08,2025-07-14,6,6,Standard Class,Atlas Freight Co.,1268,Consumer,USCA,East of USA,United States,Footwear,Steel-Toe Work Boots,1,117.26,0.2,1.11,0
14316,2025-06-10,2025-06-14,6,4,Standard Class,Atlas Freight Co.,3483,Consumer,USCA,West of USA,United States,Office Supplies,Laser Printer Paper 10-Ream,4,216.47,0.12,19.5,0
14317,2024-11-28,2024-12-03,1,5,Same Day,SwiftShip Express,2435,Home Office,Europe,Southern Europe,Italy,Toys & Games,Building Blocks Mega Set,3,182.76,0.2,9.11,1
14318,2024-04-27,2024-05-03,6,6,Standard Class,Atlas Freight Co.,2126,Consumer,Pacific Asia,Eastern Asia,China,Sporting Goods,Insulated Hydration Pack,3,510.01,0.01,61.58,0
14319,2024-12-14,2024-12-21,6,7,Standard Class,Atlas Freight Co.,1389,Home Office,USCA,West of USA,United States,Health & Beauty,Digital Body Scale,5,182.77,0.2,14.83,1
14320,2025-03-20,2025-03-24,2,4,First Class,SwiftShip Express,1722,Consumer,Africa,North Africa,Algeria,Health & Beauty,Electric Toothbrush,1,34.64,0.22,12.87,1
14321,2024-04-06,2024-04-13,6,7,Standard Class,Atlas Freight Co.,2715,Corporate,Africa,West Africa,Senegal,Electronics,Portable Bluetooth Speaker,1,286.54,0.23,67.92,1
14322,2024-09-05,2024-09-10,6,5,Standard Class,Atlas Freight Co.,3054,Consumer,USCA,US Center,United States,Automotive Parts,OBD-II Diagnostic Scanner,4,630.04,0.12,175.94,0
14323,2025-05-27,2025-06-01,6,5,Standard Class,NordHaul Logistics,3291,Corporate,USCA,East of USA,United States,Office Supplies,Laser Printer Paper 10-Ream,1,54.26,0.11,16.79,0
14324,2025-02-07,2025-02-10,2,3,First Class,Atlas Freight Co.,2019,Consumer,LATAM,South America,Chile,Garden & Outdoor,Expandable Garden Hose,2,220.08,0.09,11.43,1
14325,2025-12-25,2025-12-30,6,5,Standard Class,Pacific Crest Carriers,2136,Consumer,USCA,East of USA,United States,Garden & Outdoor,Cordless Hedge Trimmer,4,477.5,0.02,-37.26,0
14326,2024-06-07,2024-06-13,6,6,Standard Class,NordHaul Logistics,1408,Consumer,Europe,Western Europe,United Kingdom,Electronics,4K Action Camera,4,1610.15,0.22,295.67,0
14327,2025-07-21,2025-07-26,4,5,Second Class,Atlas Freight Co.,1207,Corporate,USCA,Canada,Canada,Automotive Parts,LED Headlight Kit,4,714.38,0.06,87.83,1
14328,2024-11-06,2024-11-12,6,6,Standard Class,Atlas Freight Co.,2094,Corporate,LATAM,South America,Peru,Electronics,4K Action Camera,4,1531.19,0.04,149.31,0
14329,2024-06-11,2024-06-16,4,5,Second Class,Atlas Freight Co.,2448,Corporate,Africa,East Africa,Tanzania,Apparel,Trail Running Shorts,2,159.77,0.19,79.76,1
14330,2025-11-25,2025-11-29,6,4,Standard Class,Pacific Crest Carriers,1260,Consumer,Pacific Asia,South Asia,Pakistan,Office Supplies,Heavy-Duty Stapler,5,226.47,0.03,48.97,0
14331,2025-03-30,2025-04-04,6,5,Standard Class,Atlas Freight Co.,2021,Corporate,LATAM,Caribbean,Jamaica,Office Supplies,Laser Printer Paper 10-Ream,2,79.69,0.19,-3.53,0
14332,2025-01-25,2025-01-30,6,5,Standard Class,Pacific Crest Carriers,2603,Corporate,Pacific Asia,Eastern Asia,China,Electronics,Wireless Earbuds Pro,1,406.78,0.21,67.35,0
14333,2024-08-03,2024-08-10,6,7,Standard Class,Pacific Crest Carriers,3027,Consumer,Pacific Asia,Eastern Asia,South Korea,Furniture,Ergonomic Office Chair,5,2201.52,0.06,429.53,1
14334,2025-10-05,2025-10-06,2,1,First Class,SwiftShip Express,3346,Home Office,USCA,US Center,United States,Furniture,Ergonomic Office Chair,4,1654.73,0.03,12.36,0
14335,2024-01-23,2024-01-27,6,4,Standard Class,NordHaul Logistics,1850,Consumer,Pacific Asia,Oceania,Australia,Garden & Outdoor,Cordless Hedge Trimmer,3,253.13,0.09,62.46,0
14336,2024-03-25,2024-03-29,1,4,Same Day,SwiftShip Express,1979,Consumer,Pacific Asia,Oceania,Australia,Electronics,4K Action Camera,4,1228.9,0.03,-75.43,1
14337,2024-05-11,2024-05-16,6,5,Standard Class,Atlas Freight Co.,3187,Corporate,LATAM,Caribbean,Cuba,Footwear,Trail Running Shoes,4,543.13,0.15,-4.77,0
14338,2025-04-21,2025-04-24,1,3,Same Day,SwiftShip Express,2733,Consumer,USCA,US Center,United States,Office Supplies,Gel Pen 24-Pack,2,114.94,0.22,8.25,1
14339,2024-03-15,2024-03-19,6,4,Standard Class,Atlas Freight Co.,1684,Corporate,Africa,West Africa,Ghana,Electronics,Portable Bluetooth Speaker,1,308.02,0.13,16.65,0
14340,2025-08-04,2025-08-10,6,6,Standard Class,Atlas Freight Co.,2712,Home Office,USCA,East of USA,United States,Electronics,4K Action Camera,4,1571.31,0.06,218.25,0
14341,2024-05-23,2024-05-28,4,5,Second Class,NordHaul Logistics,1393,Corporate,LATAM,South America,Argentina,Toys & Games,1000-Piece Jigsaw Puzzle,4,245.22,0.15,0.11,1
14342,2025-05-08,2025-05-10,4,2,Second Class,Atlas Freight Co.,2122,Home Office,USCA,US Center,United States,Automotive Parts,All-Weather Floor Mats,2,274.47,0.02,50.55,0
14343,2025-08-03,2025-08-05,2,2,First Class,NordHaul Logistics,1766,Consumer,Europe,Eastern Europe,Hungary,Garden & Outdoor,Expandable Garden Hose,2,186.63,0.08,32.4,0
14344,2025-10-03,2025-10-07,4,4,Second Class,Atlas Freight Co.,3481,Consumer,Africa,Southern Africa,South Africa,Footwear,Trail Running Shoes,4,453.02,0.23,-178.8,0
14345,2024-08-01,2024-08-04,4,3,Second Class,Atlas Freight Co.,1087,Consumer,LATAM,South America,Peru,Office Supplies,Whiteboard Marker Set,1,41.15,0.21,13.74,0
14346,2024-02-24,2024-02-29,6,5,Standard Class,Atlas Freight Co.,3141,Consumer,LATAM,South America,Brazil,Toys & Games,1000-Piece Jigsaw Puzzle,4,251.33,0.19,50.22,0
14347,2025-07-06,2025-07-11,6,5,Standard Class,Atlas Freight Co.,1703,Home Office,LATAM,South America,Chile,Apparel,Performance Rain Jacket,1,64.89,0.17,5.95,0
14348,2024-11-23,2024-12-02,6,9,Standard Class,Atlas Freight Co.,1090,Consumer,USCA,Canada,Canada,Garden & Outdoor,Patio Heater,5,594.09,0.18,-7.5,1
14349,2025-11-23,2025-11-25,2,2,First Class,Pacific Crest Carriers,2650,Consumer,Pacific Asia,South Asia,India,Health & Beauty,Aromatherapy Diffuser,1,45.25,0.16,10.46,0
14350,2024-05-17,2024-05-22,4,5,Second Class,Atlas Freight Co.,2695,Corporate,USCA,Canada,Canada,Apparel,Trail Running Shorts,5,376.74,0.14,7.11,1
